"Producto,""Creado el"",""Valor unitario"""
"ANILLO BOMBE (1) (17),""2025-10-23 15:34:53"",""0.0"""
"ANILLO BOMBE (1) (17),""2025-10-23 15:41:18"",""0.0"""
"Prueba,""2025-10-30 12:39:34"",""0.0"""
"[100905] INDIVIDUAL RECTO (BRIDGE, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[100907] INDIVIDUAL RECTO (BRIDGE, TABACO),""2025-12-05 18:47:34"",""0.0"""
"[100906] INDIVIDUAL RECTO (BRIDGE, ROJO),""2025-12-05 18:47:34"",""0.0"""
"[100909] INDIVIDUAL RECTO (NAPADO, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[100908] INDIVIDUAL RECTO (NAPADO, CARAMELO),""2025-12-05 18:47:34"",""0.0"""
"[100910] INDIVIDUAL RECTO (NAPADO, SUELA),""2025-12-05 18:47:34"",""0.0"""
"[101235] NECESSAIRE TOM (BRIDGE, CARAMELO),""2025-12-05 18:47:34"",""0.0"""
"[101156] MONEDERO LUISA (BRIDGE, TABACO),""2025-12-05 18:47:34"",""0.0"""
"[101057] MOCHILA ATLAS FULL BLACK (1),""2025-12-05 18:47:34"",""0.0"""
"[101058] MOCHILA ATLAS FULL BLACK (2),""2025-12-05 18:47:34"",""0.0"""
"[101623] SET POSAVASOS CUADRADO X4 (BRIDGE, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101625] SET POSAVASOS CUADRADO X4 (BRIDGE, TABACO),""2025-12-05 18:47:34"",""0.0"""
"[101627] SET POSAVASOS CUADRADO X4 (NAPADO, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101626] SET POSAVASOS CUADRADO X4 (NAPADO, CARAMELO),""2025-12-05 18:47:34"",""0.0"""
"[101629] SET POSAVASOS CUADRADO X4 (NAPADO, TABACO),""2025-12-05 18:47:34"",""0.0"""
"[101334] PORTALAPICERAS (BRIDGE, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101332] PORTALAPICERAS (BRIDGE, CHOCOLATE),""2025-12-05 18:47:34"",""0.0"""
"[100511] CARTERA EMILIA (CRASH, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101122] MONEDERO AMBAR (NAPADO, ROJO),""2025-12-05 18:47:34"",""0.0"""
"[100075] BANDOLERA NATY SIMPLE (NAPADO, SUELA),""2025-12-05 18:47:34"",""0.0"""
"[101609] SET POSAVASOS CIRCULAR X4 (BRIDGE, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101611] SET POSAVASOS CIRCULAR X4 (BRIDGE, TABACO),""2025-12-05 18:47:34"",""0.0"""
"[101610] SET POSAVASOS CIRCULAR X4 (BRIDGE, ROJO),""2025-12-05 18:47:34"",""0.0"""
"[101614] SET POSAVASOS CIRCULAR X4 (NAPADO, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101612] SET POSAVASOS CIRCULAR X4 (NAPADO, CARAMELO),""2025-12-05 18:47:34"",""0.0"""
"[101615] SET POSAVASOS CIRCULAR X4 (NAPADO, SUELA),""2025-12-05 18:47:34"",""0.0"""
"[101613] SET POSAVASOS CIRCULAR X4 (NAPADO, MALBEC),""2025-12-05 18:47:34"",""0.0"""
"[101118] MONEDERO AMBAR (DUNA, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[100179] BILLETERA LIAM (DUNA, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101519] REMERA AMADEO (L, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101521] REMERA AMADEO (2XL, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101513] REMERA AMADEO (M, CHARCOAL),""2025-12-05 18:47:34"",""0.0"""
"[101550] REMERA NOA (L, BLANCO),""2025-12-05 18:47:34"",""0.0"""
"[101551] REMERA NOA (XL, BLANCO),""2025-12-05 18:47:34"",""0.0"""
"[101547] REMERA NOA (XS, BLANCO),""2025-12-05 18:47:34"",""0.0"""
"[101552] REMERA NOA (XS, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101553] REMERA NOA (S, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101554] REMERA NOA (M, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101555] REMERA NOA (L, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101528] REMERA DANA (S, BLANCO),""2025-12-05 18:47:34"",""0.0"""
"[100915] LLAVERO ABC (B, CARAMELO/OXIDO),""2025-12-05 18:47:34"",""0.0"""
"[100375] CAMISA RENZO (XL),""2025-12-05 18:47:34"",""0.0"""
"[100620] CHALINA EXEDRA (OFF WHITE),""2025-12-05 18:47:34"",""0.0"""
"[100616] CHALINA EXEDRA (BEIGE),""2025-12-05 18:47:34"",""0.0"""
"[100618] CHALINA EXEDRA (GRIS),""2025-12-05 18:47:34"",""0.0"""
"[100617] CHALINA EXEDRA (CELESTE),""2025-12-05 18:47:34"",""0.0"""
"[100621] CHALINA EXEDRA (ROSA),""2025-12-05 18:47:34"",""0.0"""
"[100619] CHALINA EXEDRA (NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101026] MEDIAS MEDIA CAÑA (BLANCO),""2025-12-05 18:47:34"",""0.0"""
"[101027] MEDIAS MEDIA CAÑA (GRIS),""2025-12-05 18:47:34"",""0.0"""
"[101029] MEDIAS MEDIA CAÑA (VISON),""2025-12-05 18:47:34"",""0.0"""
"[101021] MEDIAS DE VESTIR 207 (CHOCOLATE),""2025-12-05 18:47:34"",""0.0"""
"[100904] INDIVIDUAL RECTO (BRIDGE, CARAMELO),""2025-12-05 18:47:34"",""0.0"""
"[100926] LLAVERO ABC (F, NEGRO/OXIDO),""2025-12-05 18:47:34"",""0.0"""
"[101259] PILUSO DORA (CRUDO),""2025-12-05 18:47:34"",""0.0"""
"[100841] GORRO FLORA (CRUDO),""2025-12-05 18:47:34"",""0.0"""
"[100581] CARTERA MINI APHOLO SET SOBRE (MODENA, AZUL),""2025-12-05 18:47:34"",""0.0"""
"[100421] CARRY ON FRED,""2025-12-05 18:47:34"",""0.0"""
"[100842] GORRO FLORA (NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101531] REMERA DANA (XL, BLANCO),""2025-12-05 18:47:34"",""0.0"""
"[101542] REMERA DANA (XS, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101543] REMERA DANA (S, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101544] REMERA DANA (M, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101545] REMERA DANA (L, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101546] REMERA DANA (XL, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101537] REMERA DANA (XS, HUESO),""2025-12-05 18:47:34"",""0.0"""
"[101538] REMERA DANA (S, HUESO),""2025-12-05 18:47:34"",""0.0"""
"[101539] REMERA DANA (M, HUESO),""2025-12-05 18:47:34"",""0.0"""
"[101540] REMERA DANA (L, HUESO),""2025-12-05 18:47:34"",""0.0"""
"[101532] REMERA DANA (XS, CHARCOAL),""2025-12-05 18:47:34"",""0.0"""
"[101533] REMERA DANA (S, CHARCOAL),""2025-12-05 18:47:34"",""0.0"""
"[101535] REMERA DANA (L, CHARCOAL),""2025-12-05 18:47:34"",""0.0"""
"[101260] PILUSO DORA (NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[100829] ESPEJO RECTANGULAR (NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[100830] ESPEJO RECTANGULAR (ROJO),""2025-12-05 18:47:34"",""0.0"""
"[100828] ESPEJO RECTANGULAR (CARAMELO),""2025-12-05 18:47:34"",""0.0"""
"[101675] TAG INICIALES (FIORENTINO, CEDRO),""2025-12-05 18:47:34"",""0.0"""
"[101109] MOCHILA SIMON,""2025-12-05 18:47:34"",""0.0"""
"[100916] LLAVERO ABC (B, MALBEC/AZUL),""2025-12-05 18:47:34"",""0.0"""
"[100922] LLAVERO ABC (D, MALBEC/AZUL),""2025-12-05 18:47:34"",""0.0"""
"[100958] LLAVERO ABC (L, NEGRO/OXIDO),""2025-12-05 18:47:34"",""0.0"""
"[100947] LLAVERO ABC (V, NEGRO/OXIDO),""2025-12-05 18:47:34"",""0.0"""
"[100925] LLAVERO ABC (F, MALBEC/AZUL),""2025-12-05 18:47:34"",""0.0"""
"[100935] LLAVERO ABC (K, NEGRO/OXIDO),""2025-12-05 18:47:34"",""0.0"""
"[100949] LLAVERO ABC (Y, MALBEC/AZUL),""2025-12-05 18:47:34"",""0.0"""
"[101031] MEDIAS MEDIA CAÑA CORTAS (BLANCO),""2025-12-05 18:47:34"",""0.0"""
"[101032] MEDIAS MEDIA CAÑA CORTAS (GRIS MELANGE 25),""2025-12-05 18:47:34"",""0.0"""
"[101622] SET POSAVASOS CUADRADO X4 (BRIDGE, MALBEC),""2025-12-05 18:47:34"",""0.0"""
"[101621] SET POSAVASOS CUADRADO X4 (BRIDGE, CHOCOLATE),""2025-12-05 18:47:34"",""0.0"""
"[101607] SET POSAVASOS CIRCULAR X4 (BRIDGE, CHOCOLATE),""2025-12-05 18:47:34"",""0.0"""
"[100967] LLAVERO COMBINADO (TABACO),""2025-12-05 18:47:34"",""0.0"""
"[100859] GORRO SEA (M, GRIS OSCURO),""2025-12-05 18:47:34"",""0.0"""
"[100860] GORRO SEA (L, GRIS OSCURO),""2025-12-05 18:47:34"",""0.0"""
"[100858] GORRO SEA (L, BEIGE),""2025-12-05 18:47:34"",""0.0"""
"[100843] GORRO FRED (M),""2025-12-05 18:47:34"",""0.0"""
"[100844] GORRO FRED (L),""2025-12-05 18:47:34"",""0.0"""
"[101152] MONEDERO LUISA (BRIDGE, CARAMELO),""2025-12-05 18:47:34"",""0.0"""
"[100761] CINTURON PAO COMBINADO (NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[100762] CINTURON PAO COMBINADO (SUELA),""2025-12-05 18:47:34"",""0.0"""
"[101821] TOTE MARGARITA CHICA (NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[101822] TOTE MARGARITA GRANDE (BEIGE),""2025-12-05 18:47:34"",""0.0"""
"[101059] MOCHILA CASPIO FULL BLACK,""2025-12-05 18:47:34"",""0.0"""
"[101061] MOCHILA FRANCIS (NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[100902] INDIVIDUAL MAEL (HEREFORD),""2025-12-05 18:47:34"",""0.0"""
"[103131] PILUSO DORA (BEIGE),""2025-12-05 18:47:34"",""0.0"""
"[100683] CINTURON FLORA (2) (S-M, TABACO),""2025-12-05 18:47:34"",""0.0"""
"[100677] CINTURON FLORA (2) (S-M, CHOCOLATE),""2025-12-05 18:47:34"",""0.0"""
"[100679] CINTURON FLORA (2) (S-M, GRIS OSCURO),""2025-12-05 18:47:34"",""0.0"""
"[100678] CINTURON FLORA (2) (M-L, CHOCOLATE),""2025-12-05 18:47:34"",""0.0"""
"[100674] CINTURON FLORA (1) (M-L, TABACO),""2025-12-05 18:47:34"",""0.0"""
"[100670] CINTURON FLORA (1) (M-L, GRIS OSCURO),""2025-12-05 18:47:34"",""0.0"""
"[103132] PILUSO HILDA (HEREFORD),""2025-12-05 18:47:34"",""0.0"""
"[103134] CARTERA MANA FLECOS (LINEA PESPUNTES) (NAPOLE, CAOBA),""2025-12-05 18:47:34"",""0.0"""
"[103135] CARTERA MANA FLECOS (LINEA PESPUNTES) (NAPOLE, TABACO),""2025-12-05 18:47:34"",""0.0"""
"[103137] MATERA RENATA (LINEA PESPUNTES) (OXIDO),""2025-12-05 18:47:34"",""0.0"""
"[103139] MATERA AVA (LINEA PESPUNTES) (GAMUZA, OXIDO),""2025-12-05 18:47:34"",""0.0"""
"[103141] TOTE MALVA (LINEA PESPUNTES) (OXIDO),""2025-12-05 18:47:34"",""0.0"""
"[103144] PORTALENTES MUSAI (LINEA PESPUNTES) (TABACO),""2025-12-05 18:47:34"",""0.0"""
"[103143] PORTALENTES MUSAI (LINEA PESPUNTES) (CAOBA),""2025-12-05 18:47:34"",""0.0"""
"[103145] PORTALENTES NOLE (LINEA FRUNCES) (NAPADO, ROJO),""2025-12-05 18:47:34"",""0.0"""
"[103146] PORTALENTES NOLE (LINEA FRUNCES) (NAPADO, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[103142] PILUSO DORA (CHOCOLATE),""2025-12-05 18:47:34"",""0.0"""
"[103138] MATERA RENATA (LINEA PESPUNTES) (OLIVE),""2025-12-05 18:47:34"",""0.0"""
"[103140] MATERA AVA (LINEA PESPUNTES) (GAMUZA, OLIVE),""2025-12-05 18:47:34"",""0.0"""
"[103149] PORTACABLES  (1) (VAQUETA, NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[103150] NECESSAIRE FELI (BRIDGE, MALBEC),""2025-12-05 18:47:34"",""0.0"""
"[103151] SEÑALADOR (NEGRO),""2025-12-05 18:47:34"",""0.0"""
"[103152] SEÑALADOR (DULCE DE LECHE),""2025-12-05 18:47:34"",""0.0"""
"[103153] CINTURON RUS (S-M, HOLANDO),""2025-12-05 18:47:34"",""0.0"""
"[103154] CINTURON RUS (M-L, HOLANDO),""2025-12-05 18:47:34"",""0.0"""
"[100278] BOLSO URBANO (NAPADO, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[100054] BANDOLERA NATY (NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100056] BANDOLERA NATY (SUELA),""2025-12-05 19:56:46"",""0.0"""
"[100274] BOLSO URBANO (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100144] BILLETERA BEIJING (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101184] MORRAL LUCAS (NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101077] MOCHILA MARCOS (NAPADO, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[101076] MOCHILA MARCOS (NAPADO, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100069] BANDOLERA NATY SIMPLE (GAMUZA, VESUBIO/TABACO),""2025-12-05 19:56:46"",""0.0"""
"[101311] PORTAFOLIO RUBEN (NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101778] TARJETERO ROMA (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101463] PORTAPASAPORTE RON (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100187] BILLETERA LUCA (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100198] BILLETERA LUCA (NAPADO, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100441] CARTERA AMARILLA SET SOBRE (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101228] NECESSAIRE MINI MARCOS (BRIDGE, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100811] CINTURON VAQUETA (85, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[100812] CINTURON VAQUETA (90, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[100814] CINTURON VAQUETA (100, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[100438] CARTERA AMARILLA SET SOBRE (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100476] CARTERA APHOLO SET SOBRE (ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100781] CINTURON TINO (85, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100782] CINTURON TINO (90, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100783] CINTURON TINO (95, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101315] PORTAFOLIO VENUS CHICO (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100572] CARTERA MINI APHOLO SET SOBRE (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100570] CARTERA MINI APHOLO SET SOBRE (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101075] MOCHILA MARCOS (BRIDGE, TABACO),""2025-12-05 19:56:46"",""0.0"""
"[100574] CARTERA MINI APHOLO SET SOBRE (BRIDGE, TABACO),""2025-12-05 19:56:46"",""0.0"""
"[100573] CARTERA MINI APHOLO SET SOBRE (BRIDGE, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100577] CARTERA MINI APHOLO SET SOBRE (GAMUZA, AVELLANA/TABACO),""2025-12-05 19:56:46"",""0.0"""
"[100503] CARTERA DOS HEBILLAS NEW (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101181] MORRAL DRACO (NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101182] MORRAL DRACO (TABACO),""2025-12-05 19:56:46"",""0.0"""
"[100510] CARTERA DOS HEBILLAS NEW (GAMUZA, VESUBIO/TABACO),""2025-12-05 19:56:46"",""0.0"""
"[100010] BANDOLERA ANTONIETA (GAMUZA, AVELLANA),""2025-12-05 19:56:46"",""0.0"""
"[100012] BANDOLERA ANTONIETA (GAMUZA, OXIDO),""2025-12-05 19:56:46"",""0.0"""
"[101001] LLAVERO KAREN (VERDE/OXIDO),""2025-12-05 19:56:46"",""0.0"""
"[100981] LLAVERO KAREN (AZUL/OXIDO),""2025-12-05 19:56:46"",""0.0"""
"[101106] MOCHILA PORTIA (NAPADO, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101107] MOCHILA PORTIA (NAPADO, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[101105] MOCHILA PORTIA (BRIDGE, TABACO),""2025-12-05 19:56:46"",""0.0"""
"[101104] MOCHILA PORTIA (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100071] BANDOLERA NATY SIMPLE (NAPADO, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100074] BANDOLERA NATY SIMPLE (NAPADO, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100070] BANDOLERA NATY SIMPLE (NAPADO, AZUL),""2025-12-05 19:56:46"",""0.0"""
"[100055] BANDOLERA NATY (ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100053] BANDOLERA NATY (CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100714] CINTURON LOPA (85, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[100720] CINTURON LOPA (115, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[100039] BANDOLERA CASIOPEA (NAPADO, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[101642] SOBRE GEMINI (NAPADO, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100721] CINTURON LOPA (120, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[100253] BOLSO TUBO GRANDE (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100251] BOLSO TUBO GRANDE (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100266] BOLSO TUBO GRANDE (GAMUZA, VESUBIO/TABACO),""2025-12-05 19:56:46"",""0.0"""
"[101644] SOBRE GEMINI (NAPADO, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[101640] SOBRE GEMINI (NAPADO, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101643] SOBRE GEMINI (NAPADO, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[101202] NECESSAIRE (NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101229] NECESSAIRE MINI MARCOS (BRIDGE, TABACO),""2025-12-05 19:56:46"",""0.0"""
"[100815] CINTURON VAQUETA (105, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[100816] CINTURON VAQUETA (110, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[100805] CINTURON VAQUETA (85, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100474] CARTERA APHOLO SET SOBRE (CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100789] CINTURON TINO (85, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[101568] RIÑONERA CRUZ S (BRIDGE, TABACO),""2025-12-05 19:56:46"",""0.0"""
"[101176] MORRAL CARLOS (NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101354] PORTALAPTOP LES (BRIDGE, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[101074] MOCHILA MARCOS (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101573] RIÑONERA EVAN CHICA (CHOCOLATE),""2025-12-05 19:56:46"",""0.0"""
"[100580] CARTERA MINI APHOLO SET SOBRE (GAMUZA, VESUBIO/TABACO),""2025-12-05 19:56:46"",""0.0"""
"[100502] CARTERA DOS HEBILLAS NEW (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101179] MORRAL DRACO (CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101313] PORTAFOLIO VENUS CHICO (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100064] BANDOLERA NATY SIMPLE (GAMUZA, AVELLANA/TABACO),""2025-12-05 19:56:46"",""0.0"""
"[100442] CARTERA AMARILLA SET SOBRE (BRIDGE, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[101639] SOBRE GEMINI (NAPADO, AZUL),""2025-12-05 19:56:46"",""0.0"""
"[100454] CARTERA AMARILLA SET SOBRE (IGUANA, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100455] CARTERA AMARILLA SET SOBRE (IGUANA, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100547] CARTERA LISBOA (IGUANA, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100548] CARTERA LISBOA (IGUANA, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100553] CARTERA LISBOA (NAPADO, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100551] CARTERA LISBOA (NAPADO, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101574] RIÑONERA EVAN CHICA (NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100017] BANDOLERA ANTONIETA (NAPADO, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100216] BILLETERA OSADIA (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100045] BANDOLERA LENA (NAPADO, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100060] BANDOLERA NATY SIMPLE (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101204] NECESSAIRE (TABACO),""2025-12-05 19:56:46"",""0.0"""
"[100059] BANDOLERA NATY SIMPLE (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101201] NECESSAIRE (CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101470] PORTAPASAPORTE RON (IGUANA, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100544] CARTERA LISBOA (GAMUZA, VESUBIO/TABACO),""2025-12-05 19:56:46"",""0.0"""
"[101712] TARJETERO BILL (IGUANA, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101353] PORTALAPTOP LES (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101351] PORTALAPTOP LES (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101227] NECESSAIRE MINI MARCOS (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101225] NECESSAIRE MINI MARCOS (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101303] PORTAFOLIO OLDIE (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100554] CARTERA LISBOA (NAPADO, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100773] CINTURON TINO (85, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100780] CINTURON TINO (120, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100796] CINTURON TINO (120, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[101653] SOBRE OMEGA (GAMUZA, AVELLANA),""2025-12-05 19:56:46"",""0.0"""
"[100545] CARTERA LISBOA (IGUANA, AZUL),""2025-12-05 19:56:46"",""0.0"""
"[100427] CARTERA ACONCAGUA (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100428] CARTERA ACONCAGUA (BRIDGE, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100425] CARTERA ACONCAGUA (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100424] CARTERA ACONCAGUA (BRIDGE, AZUL),""2025-12-05 19:56:46"",""0.0"""
"[100497] CARTERA CHALTEN (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100494] CARTERA CHALTEN (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[100498] CARTERA CHALTEN (BRIDGE, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[101102] MOCHILA PORTIA (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101164] MORRAL ANGOSTO (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101306] PORTAFOLIO OLDIE (BRIDGE, TABACO),""2025-12-05 19:56:46"",""0.0"""
"[101305] PORTAFOLIO OLDIE (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100803] CINTURON TRENZADO (115),""2025-12-05 19:56:46"",""0.0"""
"[100804] CINTURON TRENZADO (120),""2025-12-05 19:56:46"",""0.0"""
"[100658] CINTURON ESPIGA (115, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100664] CINTURON ESPIGA (110, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[100665] CINTURON ESPIGA (115, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[101567] RIÑONERA CRUZ S (BRIDGE, SUELA),""2025-12-05 19:56:46"",""0.0"""
"[101562] RIÑONERA CRUZ S (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101355] PORTALAPTOP LES (BRIDGE, TABACO),""2025-12-05 19:56:46"",""0.0"""
"[100724] CINTURON MIA (L, AZUL),""2025-12-05 19:56:46"",""0.0"""
"[100736] CINTURON MIA (M, VERDE),""2025-12-05 19:56:46"",""0.0"""
"[100737] CINTURON MIA (L, VERDE),""2025-12-05 19:56:46"",""0.0"""
"[100731] CINTURON MIA (L, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[101469] PORTAPASAPORTE RON (IGUANA, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101144] MONEDERO GRACE (IGUANA, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100018] BANDOLERA ANTONIETA (NAPADO, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100123] BANDOLERA VICENTA (NAPADO, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100448] CARTERA AMARILLA SET SOBRE (GAMUZA, AVELLANA/TABACO),""2025-12-05 19:56:46"",""0.0"""
"[100011] BANDOLERA ANTONIETA (GAMUZA, CAFE),""2025-12-05 19:56:46"",""0.0"""
"[100594] CARTERA YARA (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[100595] CARTERA YARA (BRIDGE, ROJO),""2025-12-05 19:56:46"",""0.0"""
"[100613] CARTUCHERA MONT FULL BLACK,""2025-12-05 19:56:46"",""0.0"""
"[100849] GORRO PAÑO (S, GRIS TOPO),""2025-12-05 19:56:46"",""0.0"""
"[100507] CARTERA DOS HEBILLAS NEW (GAMUZA, CAFE),""2025-12-05 19:56:46"",""0.0"""
"[100598] CARTERA YARA (IGUANA, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101088] MOCHILA PACARI (BRIDGE, NEGRO),""2025-12-05 19:56:46"",""0.0"""
"[101085] MOCHILA PACARI (BRIDGE, CARAMELO),""2025-12-05 19:56:46"",""0.0"""
"[101090] MOCHILA PACARI (BRIDGE, TABACO),""2025-12-05 19:56:46"",""0.0"""
